episode,run0,run1,run2,run3,run4
544,78.0,147.0,7.0,60.0,149.0
545,50.0,166.0,57.0,62.0,216.0
546,64.0,52.0,8.0,58.0,60.0
547,50.0,76.0,50.0,73.0,11.0
548,49.0,5.0,16.0,64.0,249.0
549,2.0,131.0,58.0,66.0,49.0
550,58.0,71.0,74.0,44.0,64.0
551,4.0,14.0,21.0,59.0,37.0
552,5.0,29.0,121.0,49.0,60.0
553,45.0,149.0,7.0,224.0,179.0
554,54.0,14.0,38.0,403.0,148.0
555,45.0,228.0,42.0,5.0,85.0
556,3.0,250.0,143.0,234.0,313.0
557,49.0,52.0,171.0,67.0,54.0
558,45.0,54.0,195.0,81.0,40.0
559,62.0,228.0,88.0,513.0,51.0
560,59.0,102.0,242.0,122.0,4.0
561,60.0,35.0,74.0,49.0,3.0
562,53.0,137.0,245.0,5.0,52.0
563,56.0,367.0,510.0,48.0,56.0
564,671.0,50.0,13.0,208.0,45.0
565,166.0,62.0,113.0,76.0,56.0
566,158.0,166.0,182.0,11.0,72.0
567,97.0,11.0,17.0,220.0,293.0
568,195.0,436.0,71.0,48.0,395.0
569,51.0,93.0,403.0,39.0,398.0
570,62.0,88.0,96.0,383.0,22.0
571,170.0,196.0,29.0,36.0,160.0
572,34.0,87.0,12.0,59.0,35.0
573,28.0,87.0,246.0,10.0,51.0
574,146.0,49.0,79.0,3.0,172.0
575,214.0,26.0,105.0,65.0,65.0
576,214.0,117.0,73.0,429.0,128.0
577,185.0,48.0,59.0,95.0,58.0
578,47.0,95.0,3.0,65.0,91.0
579,2.0,94.0,125.0,67.0,72.0
580,54.0,74.0,100.0,105.0,5.0
581,369.0,26.0,92.0,108.0,110.0
582,119.0,55.0,61.0,98.0,137.0
583,58.0,191.0,61.0,144.0,3.0
584,68.0,54.0,54.0,52.0,78.0
585,192.0,10.0,53.0,9.0,42.0
586,141.0,80.0,150.0,125.0,15.0
587,14.0,32.0,234.0,36.0,178.0
588,282.0,198.0,268.0,129.0,67.0
589,288.0,104.0,25.0,99.0,484.0
590,143.0,167.0,218.0,109.0,61.0
591,10.0,57.0,248.0,14.0,210.0
592,104.0,63.0,12.0,42.0,191.0
593,28.0,296.0,14.0,68.0,77.0
594,198.0,90.0,10.0,86.0,161.0
595,38.0,404.0,44.0,96.0,150.0
596,51.0,43.0,171.0,15.0,67.0
597,42.0,48.0,51.0,77.0,31.0
598,93.0,55.0,43.0,142.0,253.0
599,145.0,79.0,25.0,94.0,80.0
600,71.0,67.0,44.0,340.0,63.0
601,12.0,75.0,8.0,19.0,105.0
602,9.0,105.0,41.0,16.0,60.0
603,10.0,271.0,39.0,261.0,89.0
604,29.0,80.0,9.0,268.0,58.0
605,50.0,108.0,64.0,106.0,188.0
606,53.0,107.0,308.0,43.0,215.0
607,185.0,67.0,187.0,80.0,61.0
608,249.0,128.0,109.0,65.0,86.0
609,647.0,219.0,132.0,179.0,229.0
610,48.0,145.0,167.0,383.0,273.0
611,56.0,121.0,46.0,196.0,237.0
612,13.0,6.0,40.0,13.0,157.0
613,8.0,77.0,9.0,110.0,24.0
614,57.0,135.0,54.0,104.0,48.0
615,4.0,69.0,41.0,88.0,72.0
616,62.0,11.0,56.0,152.0,5.0
617,69.0,28.0,45.0,51.0,138.0
618,22.0,17.0,49.0,37.0,68.0
619,42.0,40.0,6.0,31.0,104.0
620,9.0,24.0,52.0,364.0,7.0
621,108.0,46.0,57.0,54.0,52.0
622,80.0,49.0,65.0,173.0,72.0
623,267.0,5.0,78.0,116.0,108.0
624,33.0,53.0,740.0,272.0,167.0
625,241.0,9.0,218.0,15.0,150.0
626,183.0,359.0,61.0,102.0,122.0
627,16.0,72.0,338.0,19.0,104.0
628,606.0,143.0,115.0,104.0,256.0
629,75.0,292.0,80.0,441.0,169.0
630,149.0,402.0,218.0,61.0,39.0
631,81.0,10.0,413.0,216.0,208.0
632,70.0,351.0,72.0,112.0,138.0
633,64.0,30.0,67.0,72.0,56.0
634,84.0,188.0,395.0,100.0,132.0
635,5.0,576.0,212.0,65.0,30.0
636,50.0,76.0,46.0,166.0,61.0
637,4.0,33.0,201.0,155.0,62.0
638,70.0,150.0,82.0,70.0,143.0
639,60.0,11.0,27.0,94.0,127.0
640,61.0,83.0,9.0,115.0,10.0
641,32.0,16.0,109.0,19.0,146.0
642,50.0,29.0,8.0,16.0,265.0
643,148.0,224.0,370.0,80.0,37.0
644,65.0,192.0,70.0,27.0,64.0
645,50.0,46.0,189.0,122.0,64.0
646,47.0,6.0,63.0,43.0,50.0
647,63.0,161.0,52.0,113.0,4.0
648,69.0,82.0,50.0,127.0,55.0
649,127.0,71.0,51.0,69.0,7.0
650,144.0,152.0,4.0,252.0,448.0
651,212.0,102.0,46.0,152.0,51.0
652,276.0,134.0,566.0,280.0,52.0
653,67.0,40.0,60.0,125.0,46.0
654,150.0,93.0,56.0,61.0,50.0
655,111.0,260.0,457.0,135.0,51.0
656,41.0,59.0,94.0,237.0,48.0
657,537.0,72.0,86.0,336.0,55.0
658,163.0,102.0,41.0,106.0,11.0
659,135.0,73.0,23.0,68.0,424.0
660,42.0,100.0,197.0,88.0,253.0
661,7.0,62.0,20.0,74.0,215.0
662,93.0,146.0,16.0,78.0,60.0
663,64.0,11.0,24.0,12.0,191.0
664,184.0,32.0,21.0,111.0,194.0
665,230.0,72.0,49.0,49.0,44.0
666,44.0,306.0,9.0,15.0,69.0
667,67.0,113.0,61.0,170.0,59.0
668,367.0,199.0,28.0,35.0,19.0
669,71.0,78.0,64.0,121.0,102.0
670,12.0,325.0,50.0,121.0,164.0
671,58.0,242.0,281.0,213.0,264.0
672,57.0,101.0,250.0,156.0,61.0
673,209.0,142.0,288.0,174.0,264.0
674,12.0,536.0,61.0,218.0,143.0
675,107.0,225.0,46.0,51.0,136.0
676,301.0,61.0,95.0,232.0,92.0
677,3.0,62.0,6.0,270.0,67.0
678,64.0,35.0,162.0,83.0,180.0
679,220.0,121.0,42.0,163.0,297.0
680,277.0,66.0,12.0,153.0,73.0
681,184.0,20.0,68.0,93.0,231.0
682,57.0,56.0,231.0,22.0,109.0
683,142.0,73.0,152.0,61.0,183.0
684,126.0,99.0,36.0,35.0,174.0
685,5.0,73.0,60.0,52.0,48.0
686,175.0,64.0,153.0,40.0,22.0
687,101.0,28.0,237.0,8.0,121.0
688,64.0,64.0,134.0,55.0,160.0
689,74.0,180.0,253.0,53.0,48.0
690,59.0,58.0,106.0,50.0,217.0
691,100.0,105.0,226.0,53.0,50.0
692,595.0,112.0,48.0,68.0,1000.0
693,56.0,55.0,3.0,64.0,95.0
694,64.0,57.0,45.0,212.0,90.0
695,52.0,220.0,5.0,109.0,79.0
696,64.0,239.0,53.0,412.0,77.0
697,3.0,655.0,49.0,380.0,104.0
698,135.0,102.0,4.0,13.0,97.0
699,129.0,177.0,63.0,215.0,62.0
700,62.0,281.0,777.0,422.0,88.0
701,105.0,100.0,59.0,116.0,50.0
702,31.0,131.0,237.0,37.0,39.0
703,164.0,25.0,82.0,72.0,9.0
704,204.0,65.0,190.0,48.0,28.0
705,77.0,178.0,108.0,65.0,61.0
706,89.0,45.0,141.0,11.0,66.0
707,68.0,53.0,54.0,46.0,166.0
708,445.0,47.0,64.0,229.0,100.0
709,83.0,5.0,185.0,96.0,277.0
710,384.0,8.0,92.0,55.0,90.0
711,110.0,44.0,61.0,15.0,205.0
712,6.0,8.0,49.0,67.0,94.0
713,5.0,58.0,206.0,145.0,19.0
714,53.0,33.0,78.0,115.0,8.0
715,3.0,45.0,83.0,59.0,336.0
716,5.0,145.0,25.0,14.0,133.0
717,48.0,172.0,93.0,149.0,6.0
718,23.0,245.0,10.0,224.0,327.0
719,4.0,139.0,77.0,98.0,169.0
720,75.0,4.0,192.0,16.0,114.0
721,110.0,118.0,240.0,69.0,125.0
722,116.0,62.0,86.0,83.0,9.0
723,124.0,84.0,206.0,65.0,138.0
724,90.0,129.0,38.0,74.0,318.0
725,27.0,136.0,91.0,150.0,118.0
726,64.0,47.0,29.0,158.0,245.0
727,179.0,166.0,4.0,58.0,381.0
728,563.0,14.0,44.0,109.0,78.0
729,85.0,18.0,200.0,70.0,11.0
730,48.0,58.0,179.0,59.0,52.0
731,71.0,56.0,83.0,420.0,201.0
732,362.0,73.0,63.0,59.0,213.0
733,62.0,216.0,64.0,7.0,108.0
734,151.0,264.0,113.0,29.0,214.0
735,59.0,159.0,164.0,574.0,241.0
736,169.0,88.0,166.0,332.0,31.0
737,66.0,621.0,193.0,83.0,302.0
738,104.0,117.0,7.0,69.0,226.0
739,178.0,262.0,342.0,200.0,64.0
740,45.0,85.0,68.0,202.0,62.0
741,4.0,4.0,78.0,10.0,35.0
742,79.0,116.0,113.0,24.0,213.0
743,15.0,177.0,168.0,50.0,247.0
744,15.0,58.0,69.0,3.0,125.0
745,71.0,67.0,7.0,48.0,4.0
746,123.0,87.0,180.0,32.0,11.0
747,309.0,238.0,143.0,52.0,157.0
748,102.0,108.0,191.0,53.0,146.0
749,80.0,91.0,41.0,40.0,178.0
750,437.0,54.0,58.0,5.0,47.0
751,151.0,40.0,321.0,51.0,49.0
752,194.0,80.0,65.0,50.0,272.0
753,299.0,74.0,156.0,49.0,93.0
754,344.0,274.0,7.0,10.0,281.0
755,31.0,14.0,53.0,98.0,220.0
756,57.0,32.0,44.0,38.0,122.0
757,51.0,64.0,5.0,722.0,47.0
758,177.0,118.0,51.0,217.0,242.0
759,214.0,146.0,13.0,73.0,72.0
760,129.0,396.0,44.0,96.0,64.0
761,131.0,151.0,47.0,44.0,38.0
762,92.0,224.0,54.0,98.0,184.0
763,78.0,447.0,59.0,53.0,4.0
764,25.0,57.0,391.0,50.0,134.0
765,18.0,139.0,74.0,63.0,9.0
766,120.0,76.0,49.0,11.0,92.0
767,157.0,279.0,45.0,24.0,110.0
768,62.0,4.0,4.0,4.0,11.0
769,64.0,37.0,3.0,57.0,234.0
770,3.0,58.0,61.0,7.0,387.0
771,48.0,138.0,55.0,23.0,95.0
772,8.0,197.0,52.0,86.0,649.0
773,25.0,5.0,62.0,91.0,165.0
774,9.0,43.0,38.0,27.0,81.0
775,9.0,60.0,813.0,331.0,97.0
776,2.0,75.0,92.0,78.0,575.0
777,185.0,75.0,77.0,45.0,324.0
778,145.0,46.0,42.0,123.0,555.0
779,62.0,49.0,106.0,348.0,67.0
780,267.0,20.0,59.0,4.0,61.0
781,285.0,76.0,173.0,58.0,182.0
782,35.0,12.0,84.0,129.0,115.0
783,59.0,264.0,83.0,89.0,131.0
784,98.0,506.0,48.0,34.0,390.0
785,60.0,70.0,47.0,162.0,51.0
786,13.0,5.0,73.0,135.0,115.0
787,201.0,127.0,296.0,31.0,151.0
788,161.0,125.0,64.0,138.0,48.0
789,229.0,69.0,392.0,401.0,32.0
790,32.0,72.0,168.0,44.0,194.0
791,312.0,387.0,49.0,12.0,70.0
792,256.0,282.0,191.0,15.0,62.0
793,370.0,44.0,134.0,7.0,72.0
794,82.0,162.0,28.0,48.0,573.0
795,78.0,248.0,369.0,37.0,173.0
796,111.0,199.0,223.0,98.0,227.0
797,314.0,71.0,229.0,4.0,15.0
798,226.0,667.0,5.0,12.0,243.0
799,43.0,79.0,4.0,100.0,70.0
800,42.0,11.0,4.0,75.0,310.0
801,11.0,91.0,747.0,70.0,198.0
802,33.0,71.0,68.0,379.0,117.0
803,14.0,167.0,59.0,522.0,154.0
804,4.0,224.0,32.0,48.0,76.0
805,19.0,87.0,179.0,69.0,10.0
806,44.0,91.0,138.0,103.0,276.0
807,6.0,35.0,69.0,591.0,207.0
808,134.0,106.0,130.0,11.0,103.0
809,60.0,83.0,231.0,5.0,138.0
810,53.0,49.0,93.0,43.0,134.0
811,73.0,269.0,137.0,6.0,55.0
812,83.0,103.0,94.0,43.0,10.0
813,379.0,92.0,132.0,5.0,75.0
814,74.0,50.0,128.0,82.0,127.0
815,717.0,24.0,79.0,17.0,120.0
816,19.0,398.0,64.0,3.0,35.0
817,83.0,329.0,179.0,48.0,176.0
818,45.0,52.0,118.0,31.0,74.0
819,17.0,14.0,93.0,224.0,47.0
820,27.0,215.0,161.0,146.0,119.0
821,60.0,139.0,66.0,46.0,207.0
822,6.0,201.0,100.0,46.0,136.0
823,53.0,27.0,58.0,178.0,10.0
824,61.0,233.0,70.0,206.0,170.0
825,261.0,54.0,60.0,46.0,95.0
826,105.0,48.0,127.0,140.0,182.0
827,172.0,90.0,68.0,295.0,59.0
828,129.0,259.0,251.0,51.0,54.0
829,249.0,138.0,88.0,61.0,89.0
830,390.0,7.0,118.0,69.0,60.0
831,42.0,51.0,136.0,137.0,4.0
832,138.0,132.0,50.0,63.0,5.0
833,439.0,183.0,37.0,208.0,108.0
834,364.0,525.0,178.0,93.0,5.0
835,86.0,56.0,52.0,81.0,172.0
836,62.0,345.0,212.0,206.0,49.0
837,72.0,155.0,662.0,198.0,866.0
838,57.0,213.0,181.0,10.0,317.0
839,9.0,37.0,180.0,168.0,54.0
840,63.0,96.0,120.0,10.0,56.0
841,59.0,72.0,42.0,848.0,170.0
842,156.0,79.0,79.0,4.0,2.0
843,21.0,357.0,5.0,190.0,49.0
844,7.0,141.0,186.0,104.0,29.0
845,83.0,53.0,55.0,59.0,7.0
846,196.0,4.0,65.0,52.0,43.0
847,87.0,76.0,71.0,83.0,61.0
848,244.0,64.0,57.0,4.0,57.0
849,50.0,47.0,514.0,40.0,2.0
850,82.0,48.0,60.0,8.0,57.0
851,302.0,10.0,133.0,231.0,12.0
852,37.0,49.0,350.0,79.0,3.0
853,292.0,42.0,58.0,64.0,831.0
854,42.0,48.0,159.0,48.0,106.0
855,59.0,2.0,37.0,66.0,91.0
856,95.0,42.0,125.0,52.0,71.0
857,201.0,44.0,140.0,67.0,72.0
858,74.0,48.0,52.0,57.0,596.0
859,7.0,46.0,61.0,67.0,40.0
860,96.0,53.0,21.0,55.0,72.0
861,70.0,3.0,46.0,232.0,68.0
862,431.0,50.0,61.0,711.0,57.0
863,109.0,48.0,3.0,51.0,208.0
864,234.0,58.0,50.0,58.0,50.0
865,136.0,71.0,34.0,18.0,943.0
866,56.0,6.0,496.0,132.0,613.0
867,640.0,716.0,330.0,178.0,32.0
868,37.0,458.0,58.0,252.0,131.0
869,186.0,81.0,95.0,526.0,282.0
870,42.0,60.0,62.0,56.0,296.0
871,15.0,210.0,13.0,16.0,99.0
872,41.0,45.0,78.0,45.0,229.0
873,29.0,545.0,95.0,46.0,31.0
874,39.0,93.0,652.0,49.0,214.0
875,47.0,63.0,51.0,49.0,16.0
876,76.0,474.0,3.0,5.0,59.0
877,96.0,67.0,185.0,52.0,8.0
878,31.0,70.0,87.0,56.0,523.0
879,59.0,55.0,68.0,55.0,246.0
880,3.0,51.0,4.0,55.0,68.0
881,32.0,54.0,93.0,748.0,57.0
882,50.0,53.0,136.0,454.0,63.0
883,217.0,61.0,159.0,59.0,565.0
884,71.0,2.0,8.0,30.0,78.0
885,56.0,8.0,318.0,51.0,191.0
886,11.0,4.0,75.0,16.0,50.0
887,50.0,69.0,136.0,83.0,29.0
888,4.0,409.0,54.0,39.0,79.0
889,30.0,188.0,138.0,43.0,62.0
890,47.0,47.0,210.0,78.0,52.0
891,48.0,381.0,483.0,4.0,39.0
892,51.0,82.0,43.0,49.0,53.0
893,55.0,181.0,185.0,4.0,4.0
894,6.0,3.0,36.0,235.0,56.0
895,62.0,299.0,250.0,76.0,59.0
896,71.0,100.0,139.0,7.0,57.0
897,111.0,25.0,341.0,166.0,99.0
898,76.0,111.0,72.0,61.0,61.0
899,59.0,445.0,82.0,61.0,78.0
900,684.0,24.0,50.0,74.0,125.0
901,88.0,38.0,101.0,4.0,1000.0
902,197.0,145.0,4.0,52.0,1000.0
903,43.0,337.0,60.0,6.0,182.0
904,53.0,138.0,69.0,3.0,67.0
905,135.0,7.0,8.0,48.0,1000.0
906,56.0,32.0,118.0,58.0,242.0
907,50.0,117.0,139.0,83.0,355.0
908,69.0,112.0,619.0,238.0,85.0
909,53.0,70.0,269.0,258.0,118.0
910,8.0,61.0,46.0,29.0,221.0
911,627.0,55.0,411.0,61.0,114.0
912,15.0,77.0,23.0,47.0,479.0
913,1000.0,59.0,56.0,476.0,5.0
914,453.0,101.0,52.0,6.0,195.0
915,325.0,505.0,53.0,77.0,111.0
916,76.0,388.0,74.0,40.0,249.0
917,152.0,165.0,34.0,871.0,14.0
918,76.0,48.0,69.0,146.0,79.0
919,11.0,48.0,12.0,134.0,367.0
920,71.0,81.0,61.0,268.0,96.0
921,209.0,45.0,338.0,219.0,392.0
922,16.0,285.0,40.0,69.0,58.0
923,73.0,55.0,36.0,175.0,821.0
924,152.0,71.0,100.0,513.0,177.0
925,57.0,355.0,347.0,89.0,48.0
926,32.0,98.0,5.0,162.0,202.0
927,88.0,69.0,67.0,118.0,1000.0
928,71.0,129.0,71.0,86.0,1000.0
929,37.0,298.0,143.0,45.0,1000.0
930,15.0,48.0,92.0,259.0,1000.0
931,105.0,244.0,66.0,22.0,1000.0
932,34.0,53.0,55.0,95.0,982.0
933,175.0,63.0,45.0,279.0,428.0
934,99.0,182.0,15.0,178.0,399.0
935,103.0,146.0,12.0,3.0,80.0
936,51.0,70.0,54.0,64.0,63.0
937,16.0,61.0,84.0,2.0,71.0
938,63.0,49.0,53.0,154.0,59.0
939,64.0,75.0,5.0,5.0,78.0
940,58.0,355.0,70.0,59.0,63.0
941,76.0,322.0,730.0,3.0,59.0
942,239.0,48.0,166.0,54.0,63.0
943,736.0,736.0,70.0,49.0,69.0
944,97.0,448.0,49.0,46.0,81.0
945,392.0,35.0,56.0,85.0,1000.0
946,54.0,23.0,7.0,52.0,458.0
947,273.0,25.0,13.0,46.0,1000.0
948,102.0,306.0,62.0,3.0,1000.0
949,145.0,159.0,59.0,53.0,1000.0
950,38.0,222.0,7.0,79.0,1000.0
951,260.0,67.0,103.0,743.0,1000.0
952,200.0,126.0,261.0,637.0,1000.0
953,141.0,88.0,55.0,126.0,1000.0
954,328.0,50.0,211.0,35.0,1000.0
955,266.0,26.0,241.0,116.0,1000.0
956,169.0,124.0,204.0,37.0,1000.0
957,92.0,55.0,91.0,78.0,1000.0
958,34.0,31.0,153.0,340.0,1000.0
959,22.0,89.0,363.0,197.0,1000.0
960,31.0,71.0,23.0,37.0,1000.0
961,76.0,37.0,101.0,269.0,1000.0
962,7.0,96.0,303.0,98.0,1000.0
963,29.0,22.0,87.0,329.0,1000.0
964,33.0,45.0,285.0,34.0,1000.0
965,101.0,55.0,20.0,64.0,1000.0
966,69.0,59.0,67.0,41.0,1000.0
967,62.0,57.0,76.0,53.0,1000.0
968,6.0,47.0,54.0,203.0,1000.0
969,349.0,85.0,65.0,67.0,1000.0
970,19.0,64.0,302.0,100.0,1000.0
971,164.0,204.0,70.0,4.0,1000.0
972,109.0,690.0,190.0,70.0,1000.0
973,39.0,163.0,145.0,75.0,1000.0
974,66.0,405.0,66.0,306.0,1000.0
975,44.0,475.0,74.0,42.0,1000.0
976,54.0,82.0,64.0,99.0,1000.0
977,58.0,237.0,64.0,26.0,1000.0
978,6.0,101.0,1000.0,196.0,1000.0
979,66.0,85.0,50.0,99.0,1000.0
980,98.0,184.0,209.0,67.0,1000.0
981,72.0,10.0,11.0,145.0,1000.0
982,59.0,42.0,198.0,48.0,1000.0
983,500.0,148.0,18.0,6.0,1000.0
984,61.0,66.0,27.0,100.0,1000.0
985,47.0,37.0,15.0,49.0,1000.0
986,368.0,128.0,12.0,62.0,1000.0
987,68.0,55.0,38.0,69.0,1000.0
988,26.0,105.0,10.0,100.0,1000.0
989,13.0,35.0,593.0,61.0,1000.0
990,76.0,54.0,90.0,75.0,1000.0
991,965.0,260.0,104.0,406.0,1000.0
992,111.0,64.0,37.0,563.0,1000.0
993,60.0,107.0,196.0,12.0,1000.0
994,147.0,19.0,17.0,304.0,1000.0
995,65.0,107.0,6.0,325.0,1000.0
996,78.0,3.0,55.0,54.0,1000.0
997,37.0,581.0,572.0,28.0,1000.0
998,170.0,85.0,20.0,147.0,1000.0
999,372.0,22.0,439.0,167.0,1000.0
1000,81.0,66.0,89.0,12.0,1000.0
1001,136.0,102.0,68.0,74.0,1000.0
1002,48.0,86.0,305.0,34.0,1000.0
1003,141.0,56.0,78.0,104.0,1000.0
1004,47.0,230.0,131.0,342.0,1000.0
1005,44.0,70.0,68.0,10.0,1000.0
1006,388.0,171.0,69.0,115.0,1000.0
1007,217.0,539.0,40.0,63.0,1000.0
1008,146.0,508.0,79.0,380.0,1000.0
1009,45.0,52.0,202.0,399.0,1000.0
1010,319.0,48.0,21.0,161.0,1000.0
1011,176.0,48.0,39.0,83.0,1000.0
1012,52.0,281.0,3.0,143.0,1000.0
1013,9.0,54.0,81.0,172.0,1000.0
1014,53.0,378.0,10.0,63.0,1000.0
1015,5.0,61.0,383.0,41.0,1000.0
1016,57.0,10.0,70.0,43.0,1000.0
1017,67.0,82.0,79.0,120.0,1000.0
1018,37.0,320.0,30.0,133.0,1000.0
1019,72.0,83.0,74.0,39.0,1000.0
1020,190.0,156.0,236.0,65.0,1000.0
1021,37.0,45.0,44.0,81.0,61.0
1022,249.0,1000.0,176.0,232.0,63.0
1023,121.0,64.0,30.0,65.0,61.0
1024,8.0,103.0,71.0,73.0,55.0
1025,23.0,31.0,259.0,599.0,77.0
1026,261.0,59.0,51.0,79.0,68.0
1027,793.0,54.0,272.0,198.0,77.0
1028,52.0,75.0,440.0,107.0,1000.0
1029,125.0,59.0,67.0,34.0,1000.0
1030,57.0,65.0,75.0,232.0,1000.0
1031,22.0,9.0,36.0,82.0,1000.0
1032,19.0,441.0,122.0,199.0,1000.0
1033,78.0,69.0,167.0,106.0,1000.0
1034,84.0,242.0,11.0,16.0,1000.0
1035,139.0,696.0,67.0,64.0,1000.0
1036,106.0,23.0,313.0,134.0,1000.0
1037,35.0,240.0,98.0,86.0,1000.0
1038,53.0,76.0,4.0,83.0,1000.0
1039,43.0,66.0,8.0,224.0,1000.0
1040,585.0,6.0,353.0,121.0,1000.0
1041,275.0,273.0,418.0,81.0,1000.0
1042,12.0,394.0,606.0,274.0,1000.0
1043,217.0,95.0,177.0,11.0,1000.0
1044,111.0,196.0,177.0,327.0,1000.0
1045,64.0,455.0,5.0,240.0,1000.0
1046,130.0,313.0,4.0,49.0,1000.0
1047,61.0,71.0,30.0,125.0,1000.0
1048,110.0,4.0,67.0,71.0,1000.0
1049,78.0,302.0,5.0,220.0,1000.0
1050,25.0,293.0,58.0,219.0,1000.0
1051,196.0,148.0,42.0,397.0,1000.0
1052,64.0,65.0,34.0,37.0,1000.0
1053,9.0,48.0,118.0,34.0,1000.0
1054,40.0,328.0,145.0,221.0,1000.0
1055,117.0,121.0,71.0,43.0,1000.0
1056,24.0,457.0,88.0,198.0,1000.0
1057,258.0,70.0,85.0,67.0,1000.0
1058,362.0,27.0,137.0,65.0,1000.0
